Description,Image,Image Caption,Image Source,Rights Holder,TEI,Work,Publisher,Printer,Illustrator,Links to Digitized Materials,Type of Edition,Number of Pages,Purchasers,Price,Print Run,Size,Language
Hogarth Press First Edition of Katherine Mansfield's Short Stories. Two variants exist in this hand-printed book: one with a woodcut by Fergusson and another a plain blue cover.,RS4601_PR6025_A57_P7_1918_Woolf_copy1_frontcover-hpr.jpg,Dust jacket of Prelude,E. J. Pratt Library,Penguin Random House,,Prelude,The Hogarth Press,The Hogarth Press,,,First,68,,3s6d,300,8.5 x 6,English
