Description,Image,Image Caption,Image Source,Rights Holder,TEI,Edition,Marginalia,Annotations,Impression,Owner,Reader,Condition,Damage,Library,Identifier (Call Number),Links to Digitized Material
,RS6313_PR_6023_097_W5_1923_C_2-hpr.jpg,E. J. Pratt Copy of When It Was June,E. J. Pratt,Penguin Random House,,Edition of When it Was June,,,First,Mary Rowell Jackman,,Excellent,,E. J. Pratt Library,PR6023 .O97 W5 1923,
